NEST_NUMBER,NESTING_TERRITORY,FINDER,VALID_NEST,FOUND_DATE,FOUND_STAGE,FD_YEAR,FD_MONTH,FD_DAY,ATTEMPT,LAT,LONG,LOCATION_DESCRIPTION,NEST_IN,ON,SPECIES,SCI_NAME,NEST_HT_M,TREE_HT_M,LADDER,NATURAL_LANDSCAPE,CANOPY_WIDTH_M,DIST_FROM_TRUNK_M,DIR_FROM_TRUNK,DIR_FR_TRUNK_DEGREES,1_M_HABITAT,100_M_HABITAT,DAD,MOM,HATCH_DATE,HD_YEAR,HD_MONTH,HD_DAY,HD_PRECISION,FLEDGE_DATE,HOW_KNOWN,VISITS,EGGS,EGGS_DATE,CHICKS,CHICKS_DATE,UNHATCHED_EGGS,BAND,BAND_DATE,BAND_AGE,c1,c2,c3,c4,c5,c6,POSTBAND_CHECK,PBC_DATE,ANY_FLEDGED,FLEDGED,FLEDGE_CHECK_DATE,FLEDGE_CHECKS,IF40CHECK,IF40DATE,if1,if2,if3,if4,if5,if6,DF1,DF2,DF3,W1,W2,B1,B2,NEST_FATE,FAIL_DATE,FAIL_PRECISION,FAIL_STAGE,Comments,check,Nest_ID,NESTING_TERRITORY,UC_MONITORED,UC_ACTIVE,LAYING_MONITORED,LAYING_ACTIVE,INC_MONITORED,INC_ACTIVE,NESTLING_MONITORED,NESTLING_ACTIVE,BAND_MONITORED,BAND_ACTIVE,FLEDGELINGS_MONITORED,FLEDGLINGS_ACTIVE,IF_MONITORED,IF_ACTIVE
LOSH-2022-20,WALKON,KAM,failed early,27-Apr-22,UC,2022,4,27,2,33.750551,-78.962345,"If you walk from the Walk-Ons Sign at the entrance to 501 along the row of trees, nest is in the third live oak about 2/3 up. ",Tree,Living,LIVOAK,Quercus_virginiana,2.5,3.25,short step,Landscape,2,0.1,NW,,mulch,"parking lot, grass, building, highway",UBWA,amxx,24-May-22,2022,5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-21,TEKNOW,CEH,TRUE,8-May-22,nestlings,2022,5,8,,33.796394,-78.99524,"From Spann, emww seemed to enter the second bush left of the gap in the row - not the shorter leatherleaf, the big wax myrtle with greenbriar fronds growing out of it",Shrub,Living,WAXMYR,Myrica_cerifera,na,na,na,Landscape,na,na,na,na,,,emww,mwio?,28-Apr-22,2022,4,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-22,INSPIR,CEH,TRUE,10-May-22,nestlings,2022,5,10,na,33.700047,-78.91779,"At the mall end of the inspire parking lot, the middle of three islands, the tiny oak at the mall end.",Tree,Living,LIVOAK,Quercus_virginiana,1.5,3.8,hand,Landscape,1.6,0.2,SSW,200,grass,"grass, parking lot, building, road",meeg,mogw,10-May-22,2022,5,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-23,POSTAL,CEH,TRUE,10-May-22,nestlings,2022,5,10,na,33.758217,-78.95923,"If you're driving N from the very end of Postal Way, with Publix on your right, it's in the second live oak on your right. 1m from trunk, towards building.",Tree,Living,LIVOAK,Quercus_virginiana,3.8,6.8,na,Landscape,3.8,1,E,103,grass,"grass, buildings, parking lots, roads, woods, pond",ooom,irmr,5-May-22,2022,5,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-24,IMSTOP,CEH,failed early,22-May-22,laying?,2022,5,22,2,33.800018,-78.994709,"Across the road from the Cintas parking lot, second oak from the big ditch (smallest oak), 2m from trunk toward Tennis courts",Tree,Living,WILOAK,Quercus_phellos,6,10,na,Landscape,6,2,WNW,285,grass,"grass, building, road, pond",myaa,bbcm,12-Jun-22,2022,6,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-25,PROFES,CEH,TRUE,22-May-22,fledglings,2022,5,22,na,33.782383,-79.01041,"In the urology parking lot, small live oak closest to the first light pole east of the dumpster",Tree,Living,LIVOAK,Quercus_virginiana,3.6,2,na,Landscape,2,0.01,W,284,mulch,"grass, parking lot, road, building",romo,mbby,3-May-22,2022,5,3,2,22-May-22,branchers,,,,,,,,,,,,,,,,,,1,4,22-May-22,,,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-26,ROOMST,CEH,TRUE,23-May-22,nestlings,2022,5,23,2,33.702941,-78.926976,"If you're exiting from the WEST driveway out of Rooms to go, small oak ahead and to the right across the road. 2' out to the right.",Tree,Living,LIVOAK,Quercus_virginiana,3.2,4.5,NA,Landscape,3.9,0.6,S,204,grass,"Parking lot, grass, road",yirm,remg,17-May-22,2022,5,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-27,FARSPE,CEH,TRUE,5-Jun-22,incubating?,2022,6,5,na,33.744854,-78.952799,"At the gate looking in there is a short oak to the right, then a gap, then the nest tree, the first tall loblolly on the right side of the paved road, 70m from the gate. Well out on a branch 3/4 of the way up on the left.",Tree,Living,LOBPIN,Pinus_taeda,12.5,18,not reachable,Natural,13,7.5,N,355,bare ground,"woods, grass, bare ground, road",mbgr,meyw,22-May-22,2022,5,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-28,CYPRES,KAM,TRUE,29-Jun-22,nestlings,2022,6,29,3,33.831781,-79.047128,"The nest is in a crepe myrtle behind Courthouse, along the fenced in parking. Nest is in the tree between parking space B3 and B4, almost directly above the cement parking stop.",Tree,Living,CREMYR,Lagerstroemia_sp,5.5,7,tall step,Landscape,7.5,3.5,SE,130,parking lot,"building, road, grass",rmgg,myei,24-May-22,2022,5,24,5,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,7-Jul-22,10,C,,0,,,,,,,,,,,,,,,,
LOSH-2022-x1,CEMETE,nobody,fledglings,8-May-22,fledglings,2022,5,8,1,na,na,nest not found; just fledglings,na,na,na,na,na,na,na,na,na,na,na,na,na,na,abum,ymur,3-Apr-22,2022,4,3,4,,,,,,,,,,,,,,,,,,,,1,2,8-May-22,,2,8-May-22,UB,UB,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-x2,GSBAPT,nobody,fleg,8-May-22,fledglings,2022,5,8,1,na,na,nest not found; just fledglings,na,na,na,na,na,na,na,na,na,na,na,na,na,na,maib,yimw,7-Apr-22,2022,4,7,4,,,,,,,,,,,,,,,,,,,,1,5,10-May-22,,,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-x3,DILLAR,nobody,fledglings,29-May-22,fledglings,2022,5,29,na,na,na,nest not found; just fledglings,na,na,na,na,na,na,na,na,na,na,na,na,na,na,mpyo,ibmi,10-Apr-22,2022,4,10,10,,,,,,,,,,,,,,,,,,,,1,5,10-May-22,,,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-x4,BUSBEE,nobody,fledglings,29-Jun-22,fledglings,2022,6,29,na,na,na,nest not found; just fledglings,na,na,na,na,na,na,na,na,na,na,na,na,na,na,bbmr,ooem,30-May-22,2022,5,30,10,,,,,,,,,,,,,,,,,,,,1,3,29-Jun-22,,,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-x5,CYPRES,nobody,fledglings,29-Jun-22,fledglings,2022,6,29,2,na,na,nest not found; just fledglings,na,na,na,na,na,na,na,na,na,na,na,na,na,na,rmgg,myei,29-May-22,2022,5,29,10,,,,,,,,,,,,,,,,,,,,1,4,1-Jul-22,,,,,,,,,,,,,,,,,FL,,,,,,,,,,,,,,,,,,,,,
